date,potential_evaporation_sum,runoff_sum,snow_depth,snowfall_sum,snowmelt_sum,temperature_2m,total_evaporation_sum,total_precipitation_sum
1956-01-01,-0.010413560663835458,0.0003331698104048041,0.029509309050324676,0.0,5.367528197937861e-07,269.310497762837,-0.00017629612707196004,4.351138045421976e-07
1956-01-02,-0.01009137459887202,0.0003404442863694369,0.02855071360930736,1.3408280480549375e-09,2.659193770562563e-07,271.67987253758815,-0.00015161532030919485,4.417378689033351e-07
1956-01-03,-0.004137197015236835,0.00037042987368765914,0.03147443725359462,0.0010672686604268032,0.00030186862195798767,273.4902794672223,-0.00040439959159310984,0.0023199919478760515
1956-01-04,-0.006467579191823616,0.00035455995731760703,0.03434599603335652,0.0002868773419140442,0.0,271.32099114927,-0.00018757829141970687,0.00028991555712107846
1956-01-05,-0.010394757858897406,0.00036313507795776193,0.03394460589633581,0.0,8.636894800003914e-05,270.49986088858316,-0.00022517472629976187,8.553265615773853e-07
1956-01-06,-0.007912932236805033,0.0003946445094411139,0.030449786448670378,0.0,0.0012641419520072902,274.20530176958925,-7.931603177524895e-05,2.1457664729496173e-06
1956-01-07,-0.006371415653896685,0.0003769607844733131,0.03157914444186766,0.0029696805509764543,0.00012014835989983936,270.96735946381614,-0.00015486267452337302,0.003005796899033761
1956-01-08,-0.010477928759215716,0.00038001455491018207,0.04307474054962893,0.00021336972713470454,0.0,263.70878429094364,-0.0002526400752489996,0.0002170968440981189
1956-01-09,-0.005537913396871597,0.00038575592532007506,0.04352520038555195,0.000523636190148143,0.0,263.07307363072516,-0.00016588913639644523,0.0005269357855097867
1956-01-10,-0.002989046759419627,0.0003926490808462167,0.05871936842918986,0.0038450844447665846,0.0,265.8543424458878,-0.00023768907188263363,0.0041060412693097945
1956-01-11,-0.0021967619574578662,0.0003985993163262758,0.08028852077052412,0.003457607884575131,4.072765195966873e-07,271.6604367411276,-0.00030681882779319563,0.004111887749576726
1956-01-12,-0.0031009629672887375,0.0004014408074194956,0.10056630962043908,0.002439832470357307,0.0,270.5397959787608,-0.00020442627273596723,0.0024586017030550004
1956-01-13,-0.003066598415264172,0.0004060791463268047,0.11622852709976035,0.0017576944186647658,0.0,267.24893161818505,-0.00021340734980212513,0.001760850690875963
1956-01-14,-0.004770954182727438,0.00041046061299063945,0.1182875671575448,6.12954635014118e-05,0.0,265.4565177438579,-0.00024312426524447596,6.312589689370999e-05
1956-01-15,-0.010557318247979116,0.0004461556673049927,0.1126540637561843,0.0,0.00150457888855452,267.43186622412026,-0.000406755493860519,2.8203549855908684e-06
1956-01-16,-0.002905342707165097,0.00041865180065105487,0.11070773302218614,0.005302137748816903,5.372497555497404e-06,270.41765432764737,-0.00020480716466240182,0.005346382410623295
