date,potential_evaporation_sum,runoff_sum,snow_depth,snowfall_sum,snowmelt_sum,temperature_2m,total_evaporation_sum,total_precipitation_sum
1956-01-01,-0.001257759961681288,0.00047860416721125123,0.2890971866461749,2.935626467720408e-05,0.0,250.59184472200434,-6.252894676773926e-05,3.0353530894817456e-05
1956-01-02,-0.004073531514471346,0.0004787479878449049,0.28731171376935344,1.7893607499169524e-08,0.0,251.75630684802232,-0.00010695576138509428,4.56871225771777e-07
1956-01-03,-0.0014835800364857814,0.0004788483671151876,0.29231176046291557,0.0035485022553736396,0.0,264.2285770075786,-0.0001343875421119518,0.0035523363474454245
1956-01-04,-0.001519401369443357,0.00047888907049197324,0.31134978191882967,0.0003276058610101215,0.0,268.46300063628325,-4.85103205864221e-05,0.00033150633720579906
1956-01-05,-0.0021121295301314916,0.00047887425075788967,0.3038166650657445,9.875586307276794e-05,0.0,269.2285941320256,-0.00012697938249492255,0.00010187964205558317
1956-01-06,-0.0025649086109113175,0.0004788144323669497,0.29858737521701395,0.00020407671566869396,0.0,264.4297306359575,-0.0002507092520248532,0.00020886438473691343
1956-01-07,-0.001999478430940154,0.0004787113252884703,0.2947346004632002,7.39917973351609e-07,0.0,259.75795915391717,-0.0001267430759314957,1.5950785307131562e-06
1956-01-08,-0.0018193435860299027,0.00047944193003607587,0.3184905616746357,0.0037261256032058454,0.0,260.5910065239245,-0.00038168528448037105,0.010626214471534995
1956-01-09,-0.005027940496802331,0.0006465049348568005,0.35152736865323314,2.1766637110970712e-05,0.010037514167364505,276.30892496161124,0.00030499037935352715,0.007453952823341753
1956-01-10,-0.006629357714959182,0.0006223445137341819,0.26304823800731447,0.0,0.011225400184652684,276.93013364934313,0.0003276318718826836,0.001513520107078955
1956-01-11,-0.0032364201370647053,0.0005528161841663506,0.21768633177154484,6.32077944083292e-09,0.003617842714785716,275.04520877984055,-4.103081555314403e-05,0.002569383289151091
1956-01-12,-0.0013469240012390366,0.0006457438661915358,0.19354970685336978,2.1679968130393106e-09,0.0033389655160692227,274.5006522645934,9.948410643417327e-05,0.009587359108852066
1956-01-13,-0.0031104831768026774,0.0006654150885799543,0.19332452159110317,0.007343637110675619,0.0002306076911751364,272.4746610922892,-0.00030482527061971164,0.020261099050087578
1956-01-14,-0.003436019410038255,0.0005073418097743572,0.2399157470258425,0.00537019613824907,0.0,267.5874988542011,-0.00030083215383232617,0.006463302631104828
1956-01-15,-0.0029890216439148122,0.000533122772890362,0.29774522347094157,0.0047652321648809426,0.0,268.5005353535026,-0.0003532761316033986,0.00683722812476586
1956-01-16,-0.0015615945468183423,0.0005598320254211218,0.32766756985356904,0.004604605113059445,0.0,268.6356794465001,-0.0001484907812393103,0.004609419910985717
1956-01-17,-0.0024052570711393826,0.0005863417204611941,0.34714528901980884,0.0009640591941733178,0.0,268.5092575823675,-0.00020793381101283872,0.0009675971308692559
1956-01-18,-0.0030652571245620816,0.0006116522180903806,0.3444961520057776,0.0003654449526729479,0.0,262.8036497355811,-0.0002784928576664521,0.00037095215888346836
1956-01-19,-0.001791237746594382,0.0006355734063627942,0.3418436797373065,0.00010679102925166405,0.0,259.52272918923524,-0.0001615244472816668,0.00010899581376984541
1956-01-20,-0.002371058071571621,0.0006579263899169984,0.33809257465633535,9.64437453636055e-06,0.0,259.9880605812282,-0.0001537487969372442,1.2058837969151847e-05
