date,potential_evaporation_sum,runoff_sum,snow_depth,snowfall_sum,snowmelt_sum,temperature_2m,total_evaporation_sum,total_precipitation_sum
1956-01-01,-0.012161866274629507,7.853667102855073e-05,-7.3453647229951e-24,0.0,4.694471514321925e-10,275.17229208045967,-0.0008333136042362954,4.351138045421976e-07
1956-01-02,-0.009352906993249569,7.837643306752853e-05,-7.3453647229951e-24,0.0,3.9372986894312915e-10,276.27909731498795,-0.0007618053748113355,4.410743663640915e-07
1956-01-03,-0.00876314812882483,7.821982953606582e-05,-7.3453647229951e-24,0.0,3.9372986894312915e-10,279.83106857479,-0.0008084994051756899,8.642672355563263e-07
1956-01-04,-0.014959448055038606,7.807778391411635e-05,-7.3453647229951e-24,0.0,0.0,278.82556324470335,-0.0009474176055370633,1.297785843235033e-06
1956-01-05,-0.01625114838847623,7.788834936896636e-05,-7.3453647229951e-24,0.0,0.0,277.83461284379,-0.0011637399281024287,8.553265615773853e-07
1956-01-06,-0.009704256445411745,7.770798070643977e-05,-7.3453647229951e-24,0.0,0.0,279.33082107778273,-0.000855815041618457,2.1457664729496173e-06
1956-01-07,-0.018546448066467196,7.752940906741755e-05,-7.3453647229951e-24,0.0,0.0,278.9051879703622,-0.0008828446602191382,8.548857408641197e-07
1956-01-08,-0.028663431019156284,7.736008503249667e-05,-7.3453647229951e-24,0.0,0.0,273.64472817039314,-0.0009800528648099926,8.679739380568208e-07
1956-01-09,-0.024628752696158763,7.718102880286655e-05,-7.3453647229951e-24,0.0,0.0,273.6653145925355,-0.00090701784181401,4.261732087229575e-07
1956-01-10,-0.018030641605537436,8.327887471775375e-05,0.0023282679115853655,0.0006623958164275824,5.580283963906409e-05,275.0924314707383,-0.0006009569255317129,0.0013202520647655016
1956-01-11,-0.014009686303009508,9.897238193811764e-05,0.002421336876129178,0.0,0.0003871772650296126,279.2981433454891,-0.0012587290913431948,0.001605773537457669
1956-01-12,-0.016601423422495525,8.224990713564039e-05,0.0009496563064588979,0.0,9.922368255088e-05,279.22739151952067,-0.0008795400753334609,0.00046157822531722433
1956-01-13,-0.022523381865929136,7.694727440836629e-05,0.0005944724974593496,0.0,2.1683536772805497e-05,277.68227624591657,-0.0009997414051476855,2.5955755544413514e-06
1956-01-14,-0.023938302142510245,7.652432776402004e-05,9.527439024390244e-05,0.0,6.870555926144608e-06,276.3838117869997,-0.0011548603377569983,8.553265615773853e-07
1956-01-15,-0.01642132540382344,7.641852548128868e-05,-7.3453647229951e-24,0.0,1.2511220889362861e-05,275.9868436070746,-0.0008887207403092526,4.492180778470356e-07
1956-01-16,-0.008142575419692166,9.797953654757036e-05,-7.3453647229951e-24,0.0,1.643855013659976e-05,278.3407076755514,-0.0010115645906627986,0.002249537639143512
1956-01-17,-0.01835389608936258,7.597803261868031e-05,-7.3453647229951e-24,0.0,3.1122427968797965e-06,275.623248602532,-0.0010531131117566814,0.0
1956-01-18,-0.012814538952134812,7.580148010719115e-05,-7.3453647229951e-24,0.0,3.8722979263238474e-06,276.528635715943,-0.0009075184365315489,1.722270553727867e-06
1956-01-19,-0.004356300725846433,0.00016138006031997805,-7.3453647229951e-24,0.0,3.7421045829933185e-06,276.8726755984754,-0.0008059416778971187,0.006675042385608923
1956-01-20,-0.008576715238856754,7.550216464169303e-05,-7.3453647229951e-24,0.0,2.1601989259564775e-06,276.50089666406205,-0.0009278589430540236,1.7168318239361348e-06
1956-01-21,-0.010735861028274547,7.529952500247697e-05,-7.3453647229951e-24,0.0,7.482230421004256e-07,275.4478047240825,-0.0007374157629361967,4.351138045421976e-07
1956-01-22,-0.009055890425595486,7.514368873947681e-05,-7.3453647229951e-24,0.0,7.972878411533387e-07,275.32357603898424,-0.000610402040688326,8.583068051848386e-07
1956-01-23,-0.0026494461669508357,0.0002664587685086217,-7.3453647229951e-24,2.1838247372205988e-05,9.36892337915374e-06,275.89937844142895,-0.0010640271598609482,0.013256361636275029
